TCP,128,gss-xlicen
UDP,128,gss-xlicen
TCP,129,pwdgen
UDP,129,pwdgen
TCP,130,cisco-fna
UDP,130,cisco-fna
TCP,131,cisco-tna
UDP,131,cisco-tna
TCP,132,cisco-sys
UDP,132,cisco-sys
TCP,133,statsrv
UDP,133,statsrv
TCP,134,ingres-net
UDP,134,ingres-net
TCP,135,epmap
UDP,135,epmap
TCP,136,profile
UDP,136,profile
TCP,137,netbios-ns
UDP,137,netbios-ns
TCP,138,netbios-dgm
UDP,138,netbios-dgm
TCP,139,netbios-ssn
UDP,139,netbios-ssn
TCP,140,emfis-data
UDP,140,emfis-data
TCP,141,emfis-cntl
UDP,141,emfis-cntl
TCP,142,bl-idm
UDP,142,bl-idm
TCP,143,imap
UDP,143,Unknown
TCP,144,uma
UDP,144,uma
TCP,145,uaac
UDP,145,uaac
TCP,146,iso-tp0
UDP,146,iso-tp0
TCP,147,iso-ip
UDP,147,iso-ip
TCP,148,jargon
UDP,148,jargon
TCP,149,aed-512
UDP,149,aed-512
TCP,150,sql-net
UDP,150,sql-net
TCP,151,hems
UDP,151,hems
TCP,152,bftp
UDP,152,bftp
TCP,153,sgmp
UDP,153,sgmp
TCP,154,netsc-prod
UDP,154,netsc-prod
TCP,155,netsc-dev
UDP,155,netsc-dev
TCP,156,sqlsrv
UDP,156,sqlsrv
TCP,157,knet-cmp
UDP,157,knet-cmp
TCP,158,pcmail-srv
UDP,158,pcmail-srv
TCP,159,nss-routing
UDP,159,nss-routing
TCP,160,sgmp-traps
UDP,160,sgmp-traps
TCP,161,snmp
UDP,161,snmp
TCP,162,snmptrap
UDP,162,snmptrap
TCP,163,cmip-man
UDP,163,cmip-man
TCP,164,cmip-agent
UDP,164,cmip-agent
TCP,165,xns-courier
UDP,165,xns-courier
TCP,166,s-net
UDP,166,s-net
TCP,167,namp
UDP,167,namp
TCP,168,rsvd
UDP,168,rsvd
TCP,169,send
UDP,169,send
TCP,170,print-srv
UDP,170,print-srv
TCP,171,multiplex
UDP,171,multiplex
TCP,172,cl/1
UDP,172,cl/1
TCP,173,xyplex-mux
UDP,173,xyplex-mux
TCP,174,mailq
UDP,174,mailq
TCP,175,vmnet
UDP,175,vmnet
TCP,176,genrad-mux
UDP,176,genrad-mux
TCP,177,xdmcp
UDP,177,xdmcp
TCP,178,nextstep
UDP,178,nextstep
TCP,179,bgp
UDP,179,bgp
SCTP,179,bgp
TCP,180,ris
UDP,180,ris
TCP,181,unify
UDP,181,unify
TCP,182,audit
UDP,182,audit
TCP,183,ocbinder
UDP,183,ocbinder
TCP,184,ocserver
UDP,184,ocserver
TCP,185,remote-kis
UDP,185,remote-kis
TCP,186,kis
UDP,186,kis
TCP,187,aci
UDP,187,aci
TCP,188,mumps
UDP,188,mumps
TCP,189,qft
UDP,189,qft
TCP,190,gacp
UDP,190,gacp
TCP,191,prospero
UDP,191,prospero
TCP,192,osu-nms
UDP,192,osu-nms
TCP,193,srmp
UDP,193,srmp
TCP,194,irc
UDP,194,irc
TCP,195,dn6-nlm-aud
UDP,195,dn6-nlm-aud
TCP,196,dn6-smm-red
UDP,196,dn6-smm-red
TCP,197,dls
UDP,197,dls
TCP,198,dls-mon
UDP,198,dls-mon
TCP,199,smux
UDP,199,smux
TCP,200,src
UDP,200,src
TCP,201,at-rtmp
UDP,201,at-rtmp
TCP,202,at-nbp
UDP,202,at-nbp
TCP,203,at-3
UDP,203,at-3
TCP,204,at-echo
UDP,204,at-echo
TCP,205,at-5
UDP,205,at-5
TCP,206,at-zis
UDP,206,at-zis
TCP,207,at-7
UDP,207,at-7
TCP,208,at-8
UDP,208,at-8
TCP,209,qmtp
UDP,209,qmtp
TCP,210,z39.50
UDP,210,z39.50
TCP,211,914c/g
UDP,211,914c/g
TCP,212,anet
UDP,212,anet
TCP,213,ipx
UDP,213,ipx
TCP,214,vmpwscs
UDP,214,vmpwscs
TCP,215,softpc
UDP,215,softpc
TCP,216,CAIlic
UDP,216,CAIlic
TCP,217,dbase
UDP,217,dbase
TCP,218,mpp
UDP,218,mpp
TCP,219,uarps
UDP,219,uarps
TCP,220,imap3
UDP,220,imap3
TCP,221,fln-spx
UDP,221,fln-spx
TCP,222,rsh-spx
UDP,222,rsh-spx
TCP,223,cdc
UDP,223,cdc
TCP,224,masqdialer
UDP,224,masqdialer
TCP,242,direct
UDP,242,direct
TCP,243,sur-meas
UDP,243,sur-meas
TCP,244,inbusiness
UDP,244,inbusiness
TCP,245,link
UDP,245,link
TCP,246,dsp3270
UDP,246,dsp3270
TCP,247,subntbcst_tftp
UDP,247,subntbcst_tftp
TCP,248,bhfhs
UDP,248,bhfhs
TCP,256,rap
UDP,256,rap
TCP,257,set
UDP,257,set
TCP,259,esro-gen
UDP,259,esro-gen
TCP,260,openport
UDP,260,openport
TCP,261,nsiiops
UDP,261,nsiiops
TCP,262,arcisdms
UDP,262,arcisdms
TCP,263,hdap
UDP,263,hdap
TCP,264,bgmp
UDP,264,bgmp
TCP,265,x-bone-ctl
UDP,265,x-bone-ctl
TCP,266,sst
UDP,266,sst
TCP,267,td-service
UDP,267,td-service
TCP,268,td-replica
UDP,268,td-replica
TCP,269,manet
UDP,269,manet
TCP,270,Unknown
UDP,270,gist
TCP,271,pt-tls
UDP,271,Unknown
TCP,280,http-mgmt
UDP,280,http-mgmt
TCP,281,personal-link
UDP,281,personal-link
TCP,282,cableport-ax
UDP,282,cableport-ax
TCP,283,rescap
UDP,283,rescap
TCP,284,corerjd
UDP,284,corerjd
TCP,286,fxp
UDP,286,fxp
TCP,287,k-block
UDP,287,k-block
TCP,300,tacacss
UDP,300,Unknown
TCP,308,novastorbakcup
UDP,308,novastorbakcup
TCP,309,entrusttime
UDP,309,entrusttime
TCP,310,bhmds
UDP,310,bhmds
TCP,311,asip-webadmin
UDP,311,asip-webadmin
TCP,312,vslmp
UDP,312,vslmp
TCP,313,magenta-logic
UDP,313,magenta-logic
TCP,314,opalis-robot
UDP,314,opalis-robot
TCP,315,dpsi
UDP,315,dpsi
TCP,316,decauth
UDP,316,decauth
TCP,317,zannet
UDP,317,zannet
TCP,318,pkix-timestamp
UDP,318,pkix-timestamp
TCP,319,ptp-event
UDP,319,ptp-event
TCP,320,ptp-general
UDP,320,ptp-general
TCP,321,pip
UDP,321,pip
TCP,322,rtsps
UDP,322,rtsps
TCP,323,rpki-rtr
UDP,323,Unknown
TCP,324,rpki-rtr-tls
UDP,324,Unknown
TCP,333,texar
UDP,333,texar
TCP,344,pdap
UDP,344,pdap
TCP,345,pawserv
UDP,345,pawserv
TCP,346,zserv
UDP,346,zserv
TCP,347,fatserv
UDP,347,fatserv
TCP,348,csi-sgwp
UDP,348,csi-sgwp
TCP,349,mftp
UDP,349,mftp
TCP,350,matip-type-a
UDP,350,matip-type-a
TCP,351,bhoetty
UDP,351,bhoetty
TCP,352,bhoedap4
UDP,352,bhoedap4
TCP,353,ndsauth
UDP,353,ndsauth
TCP,354,bh611
UDP,354,bh611
TCP,355,datex-asn
UDP,355,datex-asn
TCP,356,cloanto-net-1
UDP,356,cloanto-net-1
TCP,357,bhevent
UDP,357,bhevent
TCP,358,shrinkwrap
UDP,358,shrinkwrap
TCP,359,Unknown
UDP,359,Unknown
TCP,360,scoi2odialog
UDP,360,scoi2odialog
TCP,361,semantix
UDP,361,semantix
TCP,362,srssend
UDP,362,srssend
TCP,363,rsvp_tunnel
UDP,363,rsvp_tunnel
TCP,364,aurora-cmgr
UDP,364,aurora-cmgr
TCP,365,dtk
UDP,365,dtk
TCP,366,odmr
UDP,366,odmr
TCP,367,mortgageware
UDP,367,mortgageware
TCP,368,qbikgdp
UDP,368,qbikgdp
TCP,369,rpc2portmap
UDP,369,rpc2portmap
TCP,370,codaauth2
UDP,370,codaauth2
TCP,371,clearcase
UDP,371,clearcase
TCP,372,ulistproc
UDP,372,ulistproc
TCP,373,legent-1
UDP,373,legent-1
TCP,374,legent-2
UDP,374,legent-2
TCP,375,hassle
UDP,375,hassle
TCP,376,nip
UDP,376,nip
TCP,377,tnETOS
UDP,377,tnETOS
TCP,378,dsETOS
UDP,378,dsETOS
TCP,379,is99c
UDP,379,is99c
TCP,380,is99s
UDP,380,is99s
TCP,381,hp-collector
UDP,381,hp-collector
TCP,382,hp-managed-node
UDP,382,hp-managed-node
TCP,383,hp-alarm-mgr
UDP,383,hp-alarm-mgr
TCP,384,arns
UDP,384,arns
TCP,385,ibm-app
UDP,385,ibm-app
TCP,386,asa
UDP,386,asa
TCP,387,aurp
UDP,387,aurp
TCP,388,unidata-ldm
UDP,388,unidata-ldm
TCP,389,ldap
UDP,389,ldap
TCP,390,uis
UDP,390,uis
TCP,391,synotics-relay
UDP,391,synotics-relay
TCP,392,synotics-broker
UDP,392,synotics-broker
TCP,393,meta5
UDP,393,meta5
TCP,394,embl-ndt
UDP,394,embl-ndt
TCP,395,netcp
UDP,395,netcp
TCP,396,netware-ip
UDP,396,netware-ip
TCP,397,mptn
UDP,397,mptn
TCP,398,kryptolan
UDP,398,kryptolan
TCP,399,iso-tsap-c2
UDP,399,iso-tsap-c2
TCP,400,osb-sd
UDP,400,osb-sd
TCP,401,ups
UDP,401,ups
TCP,402,genie
UDP,402,genie
TCP,403,decap
UDP,403,decap
TCP,404,nced
UDP,404,nced
TCP,405,ncld
UDP,405,ncld
TCP,406,imsp
UDP,406,imsp
TCP,407,timbuktu
UDP,407,timbuktu
TCP,408,prm-sm
UDP,408,prm-sm
TCP,409,prm-nm
UDP,409,prm-nm
TCP,410,decladebug
UDP,410,decladebug
TCP,411,rmt
UDP,411,rmt
TCP,412,synoptics-trap
UDP,412,synoptics-trap
TCP,413,smsp
UDP,413,smsp
TCP,414,infoseek
UDP,414,infoseek
TCP,415,bnet
UDP,415,bnet
TCP,416,silverplatter
UDP,416,silverplatter
TCP,417,onmux
UDP,417,onmux
TCP,418,hyper-g
UDP,418,hyper-g
TCP,419,ariel1
UDP,419,ariel1
TCP,420,smpte
UDP,420,smpte
TCP,421,ariel2
UDP,421,ariel2
TCP,422,ariel3
UDP,422,ariel3
TCP,423,opc-job-start
UDP,423,opc-job-start
TCP,424,opc-job-track
UDP,424,opc-job-track
TCP,425,icad-el
UDP,425,icad-el
TCP,426,smartsdp
UDP,426,smartsdp
TCP,427,svrloc
UDP,427,svrloc
TCP,428,ocs_cmu
UDP,428,ocs_cmu
TCP,429,ocs_amu
UDP,429,ocs_amu
TCP,430,utmpsd
UDP,430,utmpsd
TCP,431,utmpcd
UDP,431,utmpcd
TCP,432,iasd
UDP,432,iasd
TCP,433,nnsp
UDP,433,nnsp
TCP,434,mobileip-agent
UDP,434,mobileip-agent
TCP,435,mobilip-mn
UDP,435,mobilip-mn
TCP,436,dna-cml
UDP,436,dna-cml
TCP,437,comscm
UDP,437,comscm
TCP,438,dsfgw
UDP,438,dsfgw
TCP,439,dasp
UDP,439,dasp
TCP,440,sgcp
UDP,440,sgcp
TCP,441,decvms-sysmgt
UDP,441,decvms-sysmgt
TCP,442,cvc_hostd
UDP,442,cvc_hostd
TCP,443,https
UDP,443,https
SCTP,443,https
TCP,444,snpp
UDP,444,snpp
TCP,445,microsoft-ds
UDP,445,microsoft-ds
TCP,446,ddm-rdb
UDP,446,ddm-rdb
TCP,447,ddm-dfm
UDP,447,ddm-dfm
TCP,448,ddm-ssl
UDP,448,ddm-ssl
TCP,449,as-servermap
UDP,449,as-servermap
TCP,450,tserver
UDP,450,tserver
TCP,451,sfs-smp-net
UDP,451,sfs-smp-net
TCP,452,sfs-config
UDP,452,sfs-config
TCP,453,creativeserver
UDP,453,creativeserver
TCP,454,contentserver
UDP,454,contentserver
TCP,455,creativepartnr
UDP,455,creativepartnr
TCP,456,macon-tcp
UDP,456,macon-udp
TCP,457,scohelp
UDP,457,scohelp
TCP,458,appleqtc
UDP,458,appleqtc
TCP,459,ampr-rcmd
UDP,459,ampr-rcmd
TCP,460,skronk
UDP,460,skronk
TCP,461,datasurfsrv
UDP,461,datasurfsrv
TCP,462,datasurfsrvsec
UDP,462,datasurfsrvsec
TCP,463,alpes
UDP,463,alpes
TCP,464,kpasswd
UDP,464,kpasswd
TCP,465,submissions
UDP,465,igmpv3lite
TCP,466,digital-vrc
UDP,466,digital-vrc
TCP,467,mylex-mapd
UDP,467,mylex-mapd
TCP,468,photuris
UDP,468,photuris
TCP,469,rcp
UDP,469,rcp
TCP,470,scx-proxy
UDP,470,scx-proxy
TCP,471,mondex
UDP,471,mondex
TCP,472,ljk-login
UDP,472,ljk-login
TCP,473,hybrid-pop
UDP,473,hybrid-pop
TCP,474,tn-tl-w1
UDP,474,tn-tl-w2
TCP,475,tcpnethaspsrv
UDP,475,tcpnethaspsrv
TCP,476,tn-tl-fd1
UDP,476,tn-tl-fd1
TCP,477,ss7ns
UDP,477,ss7ns
TCP,478,spsc
UDP,478,spsc
TCP,479,iafserver
UDP,479,iafserver
TCP,480,iafdbase
UDP,480,iafdbase
TCP,481,ph
UDP,481,ph
TCP,482,bgs-nsi
UDP,482,bgs-nsi
TCP,483,ulpnet
UDP,483,ulpnet
TCP,484,integra-sme
UDP,484,integra-sme
TCP,485,powerburst
UDP,485,powerburst
TCP,486,avian
UDP,486,avian
TCP,487,saft
UDP,487,saft
TCP,488,gss-http
UDP,488,gss-http
TCP,489,nest-protocol
UDP,489,nest-protocol
TCP,490,micom-pfs
UDP,490,micom-pfs
TCP,491,go-login
UDP,491,go-login
TCP,492,ticf-1
UDP,492,ticf-1
TCP,493,ticf-2
UDP,493,ticf-2
TCP,494,pov-ray
UDP,494,pov-ray
TCP,495,intecourier
UDP,495,intecourier
TCP,496,pim-rp-disc
UDP,496,pim-rp-disc
TCP,497,retrospect
UDP,497,retrospect
TCP,498,siam
UDP,498,siam
TCP,499,iso-ill
UDP,499,iso-ill
TCP,500,isakmp
UDP,500,isakmp
TCP,501,stmf
UDP,501,stmf
TCP,502,mbap
UDP,502,mbap
TCP,503,intrinsa
UDP,503,intrinsa
TCP,504,citadel
UDP,504,citadel
TCP,505,mailbox-lm
UDP,505,mailbox-lm
TCP,506,ohimsrv
UDP,506,ohimsrv
TCP,507,crs
UDP,507,crs
TCP,508,xvttp
UDP,508,xvttp
TCP,509,snare
UDP,509,snare
TCP,510,fcp
UDP,510,fcp
TCP,511,passgo
UDP,511,passgo
TCP,512,exec
UDP,512,biff
TCP,513,login
UDP,513,who
TCP,514,shell
UDP,514,syslog
TCP,515,printer
UDP,515,printer
TCP,516,videotex
UDP,516,videotex
TCP,517,talk
UDP,517,talk
TCP,518,ntalk
UDP,518,ntalk
TCP,519,utime
UDP,519,utime
TCP,520,efs
UDP,520,router
TCP,521,ripng
UDP,521,ripng
TCP,522,ulp
UDP,522,ulp
TCP,523,ibm-db2
UDP,523,ibm-db2
TCP,524,ncp
UDP,524,ncp
TCP,525,timed
UDP,525,timed
TCP,526,tempo
UDP,526,tempo
TCP,527,stx
UDP,527,stx
TCP,528,custix
UDP,528,custix
TCP,529,irc-serv
UDP,529,irc-serv
TCP,530,courier
UDP,530,courier
TCP,531,conference
UDP,531,conference
TCP,532,netnews
UDP,532,netnews
TCP,533,netwall
UDP,533,netwall
TCP,534,windream
UDP,534,windream
TCP,535,iiop
UDP,535,iiop
TCP,536,opalis-rdv
UDP,536,opalis-rdv
TCP,537,nmsp
UDP,537,nmsp
TCP,538,gdomap
UDP,538,gdomap
TCP,539,apertus-ldp
UDP,539,apertus-ldp
TCP,540,uucp
UDP,540,uucp
TCP,541,uucp-rlogin
UDP,541,uucp-rlogin
TCP,542,commerce
UDP,542,commerce
TCP,543,klogin
UDP,543,klogin
TCP,544,kshell
UDP,544,kshell
TCP,545,appleqtcsrvr
UDP,545,appleqtcsrvr
TCP,546,dhcpv6-client
UDP,546,dhcpv6-client
TCP,547,dhcpv6-server
UDP,547,dhcpv6-server
TCP,548,afpovertcp
UDP,548,afpovertcp
TCP,549,idfp
UDP,549,idfp
TCP,550,new-rwho
UDP,550,new-rwho
TCP,551,cybercash
UDP,551,cybercash
TCP,552,devshr-nts
UDP,552,devshr-nts
TCP,553,pirp
UDP,553,pirp
TCP,554,rtsp
UDP,554,rtsp
TCP,555,dsf
UDP,555,dsf
TCP,556,remotefs
UDP,556,remotefs
TCP,557,openvms-sysipc
UDP,557,openvms-sysipc
TCP,558,sdnskmp
UDP,558,sdnskmp
TCP,559,teedtap
UDP,559,teedtap
TCP,560,rmonitor
UDP,560,rmonitor
TCP,561,monitor
UDP,561,monitor
TCP,562,chshell
UDP,562,chshell
TCP,563,nntps
UDP,563,nntps
TCP,564,9pfs
UDP,564,9pfs
TCP,565,whoami
UDP,565,whoami
TCP,566,streettalk
UDP,566,streettalk
TCP,567,banyan-rpc
UDP,567,banyan-rpc
TCP,568,ms-shuttle
UDP,568,ms-shuttle
TCP,569,ms-rome
UDP,569,ms-rome
TCP,570,meter
UDP,570,meter
TCP,571,meter
UDP,571,meter
TCP,572,sonar
UDP,572,sonar
TCP,573,banyan-vip
UDP,573,banyan-vip
TCP,574,ftp-agent
UDP,574,ftp-agent
TCP,575,vemmi
UDP,575,vemmi
TCP,576,ipcd
UDP,576,ipcd
TCP,577,vnas
UDP,577,vnas
TCP,578,ipdd
UDP,578,ipdd
TCP,579,decbsrv
UDP,579,decbsrv
TCP,580,sntp-heartbeat
UDP,580,sntp-heartbeat
TCP,581,bdp
UDP,581,bdp
TCP,582,scc-security
UDP,582,scc-security
TCP,583,philips-vc
UDP,583,philips-vc
TCP,584,keyserver
UDP,584,keyserver
TCP,586,password-chg
UDP,586,password-chg
TCP,587,submission
UDP,587,submission
TCP,588,cal
UDP,588,cal
TCP,589,eyelink
UDP,589,eyelink
TCP,590,tns-cml
UDP,590,tns-cml
TCP,591,http-alt
UDP,591,http-alt
TCP,592,eudora-set
UDP,592,eudora-set
TCP,593,http-rpc-epmap
UDP,593,http-rpc-epmap
TCP,594,tpip
UDP,594,tpip
TCP,595,cab-protocol
UDP,595,cab-protocol
TCP,596,smsd
UDP,596,smsd
TCP,597,ptcnameservice
UDP,597,ptcnameservice
TCP,598,sco-websrvrmg3
UDP,598,sco-websrvrmg3
TCP,599,acp
UDP,599,acp
TCP,600,ipcserver
UDP,600,ipcserver
TCP,601,syslog-conn
UDP,601,syslog-conn
TCP,602,xmlrpc-beep
UDP,602,xmlrpc-beep
TCP,603,idxp
UDP,603,idxp
TCP,604,tunnel
UDP,604,tunnel
TCP,605,soap-beep
UDP,605,soap-beep
TCP,606,urm
UDP,606,urm
TCP,607,nqs
UDP,607,nqs
TCP,608,sift-uft
UDP,608,sift-uft
TCP,609,npmp-trap
UDP,609,npmp-trap
TCP,610,npmp-local
UDP,610,npmp-local
TCP,611,npmp-gui
UDP,611,npmp-gui
TCP,612,hmmp-ind
UDP,612,hmmp-ind
TCP,613,hmmp-op
UDP,613,hmmp-op
TCP,614,sshell
UDP,614,sshell
TCP,615,sco-inetmgr
UDP,615,sco-inetmgr
TCP,616,sco-sysmgr
UDP,616,sco-sysmgr
TCP,617,sco-dtmgr
UDP,617,sco-dtmgr
TCP,618,dei-icda
UDP,618,dei-icda
TCP,619,compaq-evm
UDP,619,compaq-evm
TCP,620,sco-websrvrmgr
UDP,620,sco-websrvrmgr
TCP,621,escp-ip
UDP,621,escp-ip
TCP,622,collaborator
UDP,622,collaborator
TCP,623,oob-ws-http
UDP,623,asf-rmcp
TCP,624,cryptoadmin
UDP,624,cryptoadmin
TCP,625,dec_dlm
UDP,625,dec_dlm
TCP,626,asia
UDP,626,asia
TCP,627,passgo-tivoli
UDP,627,passgo-tivoli
TCP,628,qmqp
UDP,628,qmqp
TCP,629,3com-amp3
UDP,629,3com-amp3
TCP,630,rda
UDP,630,rda
TCP,631,ipps
UDP,631,ipp
TCP,632,bmpp
UDP,632,bmpp
TCP,633,servstat
UDP,633,servstat
TCP,634,ginad
UDP,634,ginad
TCP,635,rlzdbase
UDP,635,rlzdbase
TCP,636,ldaps
UDP,636,ldaps
TCP,637,lanserver
UDP,637,lanserver
TCP,638,mcns-sec
UDP,638,mcns-sec
TCP,639,msdp
UDP,639,msdp
TCP,640,entrust-sps
UDP,640,entrust-sps
TCP,641,repcmd
UDP,641,repcmd
TCP,642,esro-emsdp
UDP,642,esro-emsdp
TCP,643,sanity
UDP,643,sanity
TCP,644,dwr
UDP,644,dwr
TCP,645,pssc
UDP,645,pssc
TCP,646,ldp
UDP,646,ldp
TCP,647,dhcp-failover
UDP,647,dhcp-failover
TCP,648,rrp
UDP,648,rrp
TCP,649,cadview-3d
UDP,649,cadview-3d
TCP,650,obex
UDP,650,obex
TCP,651,ieee-mms
UDP,651,ieee-mms
TCP,652,hello-port
UDP,652,hello-port
TCP,653,repscmd
UDP,653,repscmd
TCP,654,aodv
UDP,654,aodv
TCP,655,tinc
UDP,655,tinc
TCP,656,spmp
UDP,656,spmp
TCP,657,rmc
UDP,657,rmc
TCP,658,tenfold
UDP,658,tenfold
TCP,660,mac-srvr-admin
UDP,660,mac-srvr-admin
TCP,661,hap
UDP,661,hap
TCP,662,pftp
UDP,662,pftp
TCP,663,purenoise
UDP,663,purenoise
TCP,664,oob-ws-https
UDP,664,asf-secure-rmcp
TCP,665,sun-dr
UDP,665,sun-dr
TCP,666,doom
UDP,666,doom
TCP,667,disclose
UDP,667,disclose
TCP,668,mecomm
UDP,668,mecomm
TCP,669,meregister
UDP,669,meregister
TCP,670,vacdsm-sws
UDP,670,vacdsm-sws
TCP,671,vacdsm-app
UDP,671,vacdsm-app
TCP,672,vpps-qua
UDP,672,vpps-qua
TCP,673,cimplex
UDP,673,cimplex
TCP,674,acap
UDP,674,acap
TCP,675,dctp
UDP,675,dctp
TCP,676,vpps-via
UDP,676,vpps-via
TCP,677,vpp
UDP,677,vpp
TCP,678,ggf-ncp
UDP,678,ggf-ncp
TCP,679,mrm
UDP,679,mrm
TCP,680,entrust-aaas
UDP,680,entrust-aaas
TCP,681,entrust-aams
UDP,681,entrust-aams
TCP,682,xfr
UDP,682,xfr
TCP,683,corba-iiop
UDP,683,corba-iiop
TCP,684,corba-iiop-ssl
UDP,684,corba-iiop-ssl
TCP,685,mdc-portmapper
UDP,685,mdc-portmapper
TCP,686,hcp-wismar
UDP,686,hcp-wismar
